nose_x_norm,nose_y_norm,left_eye_inner_x_norm,left_eye_inner_y_norm,left_eye_x_norm,left_eye_y_norm,left_eye_outer_x_norm,left_eye_outer_y_norm,right_eye_inner_x_norm,right_eye_inner_y_norm,right_eye_x_norm,right_eye_y_norm,right_eye_outer_x_norm,right_eye_outer_y_norm,left_ear_x_norm,left_ear_y_norm,right_ear_x_norm,right_ear_y_norm,mouth_left_x_norm,mouth_left_y_norm,mouth_right_x_norm,mouth_right_y_norm,left_shoulder_x_norm,left_shoulder_y_norm,right_shoulder_x_norm,right_shoulder_y_norm,left_elbow_x_norm,left_elbow_y_norm,right_elbow_x_norm,right_elbow_y_norm,left_wrist_x_norm,left_wrist_y_norm,right_wrist_x_norm,right_wrist_y_norm,left_pinky_x_norm,left_pinky_y_norm,right_pinky_x_norm,right_pinky_y_norm,left_index_x_norm,left_index_y_norm,right_index_x_norm,right_index_y_norm,left_thumb_x_norm,left_thumb_y_norm,right_thumb_x_norm,right_thumb_y_norm,left_hip_x_norm,left_hip_y_norm,right_hip_x_norm,right_hip_y_norm,left_knee_x_norm,left_knee_y_norm,right_knee_x_norm,right_knee_y_norm,left_ankle_x_norm,left_ankle_y_norm,right_ankle_x_norm,right_ankle_y_norm,left_heel_x_norm,left_heel_y_norm,right_heel_x_norm,right_heel_y_norm,left_foot_index_x_norm,left_foot_index_y_norm,right_foot_index_x_norm,right_foot_index_y_norm,phase,GOOD,BAD
-0.36881886542560766,-1.499531322894042,-0.3214116674563315,-1.5645224343482687,-0.3024613316701136,-1.5621604408006051,-0.28377460330588833,-1.5576368541431869,-0.3539840882658335,-1.5657464571941149,-0.35965287278022606,-1.5658564569454854,-0.3648074268310848,-1.5670190489724982,-0.23271585457006985,-1.4881798507786415,-0.31605303814290786,-1.513814325131713,-0.34490457649402384,-1.3994905913296831,-0.37612049702882977,-1.4035542124343214,-0.16105603881254466,-1.0363675089690083,-0.3923019749308839,-0.9955718105325516,-0.5292381910300991,-0.6367550714450461,-0.6702708566675465,-0.6718267405031144,-0.9055693894165562,-0.3841656312303267,-0.9580757740785402,-0.39676391010444073,-0.9892554363434066,-0.34831379689778313,-1.0293852565521906,-0.3684242748279098,-1.008056206766124,-0.3679415253622626,-1.02899192781984,-0.3697374121716647,-0.975483663462467,-0.36918545350832893,-0.9980975544424368,-0.3671674847955474,-0.20032301019209253,0.0689469860367653,-0.3514864324412848,0.048906452269258376,-0.6675073885262116,-0.46817983999896073,-0.7347414904563241,-0.5017748420160808,-0.6702782063168585,0.4870876444881226,-0.6822532349293098,0.3510221168440763,-0.6176804410150946,0.6507435106613352,-0.6330600721772028,0.5638255779436611,-0.863767891471744,0.6351781783599422,-0.8590393720926744,0.5584348551615748,0,1,0
-0.37888053533381905,-1.499533895271301,-0.33822644014077485,-1.5643541886261,-0.3234377207833563,-1.5620737149387227,-0.3069012548195296,-1.5576498385236381,-0.3634977193236755,-1.5656804328444613,-0.3670113416714615,-1.5658486173195525,-0.37024420741552666,-1.5670183752546445,-0.24071790775273139,-1.4888849271359785,-0.31946744022498097,-1.5159904337988592,-0.3550431727317015,-1.401065743671413,-0.38241571665292035,-1.4057764401509008,-0.17044472583208167,-1.0398547950734258,-0.3995396645850911,-0.9971930206766371,-0.5289437150809958,-0.6375403814740398,-0.6759805542297762,-0.6699975352834977,-0.923071844288298,-0.385936651726223,-0.9684099934820739,-0.40442322464084984,-1.0065751299355887,-0.3463476432126516,-1.0404271246903205,-0.3759744470720348,-1.0147747661905895,-0.3690900305614273,-1.0435853914938682,-0.3787608216203923,-0.9835770972849084,-0.37257547925351703,-1.0128563852259862,-0.37665110478536523,-0.2081947295936202,0.07241308065233322,-0.36049220273166344,0.049056385115224414,-0.6461926705563037,-0.46681280522691737,-0.7359164543930122,-0.5269103976750188,-0.6700949550606778,0.47813136183644517,-0.6930172863234438,0.35342888200546585,-0.6217781154948789,0.6450747261469426,-0.6499106131549649,0.5687721369189885,-0.8591229131065216,0.599238883200585,-0.8986357302555579,0.5511165643532453,0,1,0
-0.3959165324625555,-1.5014699766413309,-0.3573570873234487,-1.565668550911407,-0.34428279616222346,-1.5634651872947287,-0.3281319417989696,-1.5595418832448729,-0.3794072602011834,-1.5672948445629333,-0.38178168690559994,-1.5676837635056964,-0.3839672276226964,-1.5687030986182018,-0.25655468710204987,-1.4921460890298952,-0.3314846068268214,-1.5191071138367163,-0.37366375425211823,-1.405452626851627,-0.3983691104379902,-1.4108827927516878,-0.1875899877472574,-1.0433183173117346,-0.41903852919829915,-0.9992373256327868,-0.5302578323779923,-0.6379740107834514,-0.696625474159045,-0.6660531009918698,-0.9231338263308297,-0.3882758001139416,-0.9776581797055953,-0.4129148869618498,-1.0130794470826074,-0.34332387499151457,-1.0503530710745692,-0.3783347869486032,-1.019225346331508,-0.36817218185650613,-1.0548735953781074,-0.38175935604555794,-0.9861529043804753,-0.37349308297012784,-1.025745097742082,-0.3818583313229604,-0.22171244959667305,0.08165379473238743,-0.3824926429823866,0.05350022807760685,-0.6355278394278825,-0.4713742425782928,-0.7519805828943839,-0.5305070710600309,-0.669656915961679,0.48411030155180673,-0.7374919742172077,0.41652023160668006,-0.623597153699614,0.6744988021794681,-0.6774923770932672,0.6052023886523913,-0.8561938328673548,0.5985019583628958,-0.9513956778188081,0.5523706595141934,0,1,0
-0.41662563932914953,-1.5121898688925148,-0.3786198677715513,-1.5732299926178104,-0.36504114567920837,-1.5713081818168617,-0.34820138418710395,-1.5679632339207876,-0.3989575723595759,-1.5759854373919797,-0.40094124270890114,-1.576729283149438,-0.4027257375618695,-1.5776908010206883,-0.2755973834812893,-1.4985136414526319,-0.34708864728125793,-1.5268543791765596,-0.3954245959352682,-1.416737462146598,-0.4196946078935558,-1.4254142743831844,-0.2113935419625395,-1.0466194123002468,-0.43502254652216926,-1.0056045718201356,-0.5564321384730349,-0.640004841382529,-0.7091911695878755,-0.6651043837598379,-0.9586555389151066,-0.38928588691772914,-0.9980171982766249,-0.4143932689209709,-1.046477356004009,-0.3420422186456463,-1.0726070742265583,-0.37825994301977534,-1.0621829441131072,-0.3692019902192811,-1.076896329565077,-0.38274788387803016,-1.0302325486237158,-0.3769248792222395,-1.0478272415943242,-0.38481215538147767,-0.2454829303900509,0.0958609118409116,-0.40557397165860354,0.062436421687831326,-0.6587762501317936,-0.5047601470724847,-0.7974659700627112,-0.5403083183942851,-0.6565446516123415,0.44071821700170943,-0.7090458915198071,0.3952574511585774,-0.6235305168791846,0.6184944744215639,-0.6273466997903171,0.5760752384520731,-0.8471214257565468,0.5979428950385584,-0.8726021699448413,0.5550064887458088,0,1,0
-0.4390702433866316,-1.5179039149972542,-0.39924249376457344,-1.5783885889757907,-0.38629804640786136,-1.57618834896007,-0.3701756106886141,-1.5729014632935614,-0.41961449671605433,-1.581699789732107,-0.4214217754818901,-1.5825805227080023,-0.422956137269938,-1.58340631705529,-0.29765196614861134,-1.5024229199217172,-0.3681510272914517,-1.5313746584917876,-0.4196034722420862,-1.422906451543754,-0.44212745251213853,-1.4327802766649647,-0.2379691389100206,-1.0467312494639454,-0.45863451987871695,-1.005156365706255,-0.603518156767374,-0.6405582699757272,-0.7363527785738383,-0.6529647230027965,-0.9888139674080622,-0.3954579999158427,-1.0307930818779159,-0.41190369771066543,-1.0797803319551298,-0.34697946806517843,-1.1070569629528264,-0.3749235697145653,-1.0989505447499335,-0.3859751148909561,-1.1128566937191289,-0.382581414321112,-1.0653775916807497,-0.39130018080585466,-1.0840029504732192,-0.3847091377969536,-0.2732795490765757,0.11439403253451481,-0.43615635242270984,0.10296949265553691,-0.6770727121175485,-0.5363257884203896,-0.8244691941059991,-0.5481301826746459,-0.6643063712624987,0.39631580065951416,-0.6884543790422061,0.3920147858820961,-0.6242792011557733,0.5367198262924701,-0.6035500052477262,0.5418214628682819,-0.847637003655788,0.5757153506240925,-0.8003874556642555,0.55529973975336,0,1,0
-0.4524417053683744,-1.5330655678101823,-0.4110942932568925,-1.5877653940622733,-0.3972928767903941,-1.5851663130772182,-0.3814906407928423,-1.5813386769625744,-0.4298131150897805,-1.592757275875025,-0.4309525557214603,-1.594224204630635,-0.4315762959597439,-1.5958025418204,-0.3128231122585675,-1.506537376100764,-0.3719209074119182,-1.5378360414374082,-0.4354368217550591,-1.441469644552459,-0.4561885565876631,-1.4534435094704359,-0.2635348940420245,-1.0473921054312547,-0.47394016457108384,-1.0111449824598775,-0.6323437263575873,-0.6393175266776961,-0.7492685622982334,-0.6513339583146054,-1.014047640885316,-0.3940703861257256,-1.038722986003164,-0.41314909578659414,-1.108138953825717,-0.3324955141659,-1.122562885588947,-0.3734167691114376,-1.1186857005885245,-0.3816059933632463,-1.1261438797220933,-0.3827393092871661,-1.0870518299961724,-0.3906758280967951,-1.0967959950541029,-0.3860270524127613,-0.27930209671118883,0.11732874750482075,-0.43393896322526104,0.09933019130451474,-0.7036500239832024,-0.5360788402035044,-0.8137402985344078,-0.561754717581034,-0.6944200893888058,0.3979251288705451,-0.6756069470564131,0.3915703770870268,-0.6457007340290164,0.5378592669241499,-0.596962514569326,0.5172586898790639,-0.8833872903336699,0.5382527181506556,-0.78568288979146,0.5539684732746354,0,1,0
-0.47225219511241384,-1.545028285760036,-0.4288436963455196,-1.5989015214528304,-0.4154621898430503,-1.595898332249767,-0.4006136933378936,-1.591663096833692,-0.44635742067954,-1.6041547445457036,-0.4464909393087091,-1.605479457587125,-0.4459696041841736,-1.606812193995712,-0.33389553678948775,-1.513449170055059,-0.382565404510576,-1.543468628928939,-0.4575252128092166,-1.4511949455104884,-0.47571853471629216,-1.464753517314301,-0.2842293016099945,-1.0498275342249614,-0.48120333300957285,-1.0123412603795707,-0.6579364302037355,-0.6396237620656987,-0.7600296738326425,-0.6461885913253866,-1.041479226989342,-0.39546522707099957,-1.059530210688074,-0.4130787841415088,-1.1347549738444143,-0.3324871845633463,-1.1464782769679276,-0.3635600319248775,-1.1519578080125346,-0.3815752473302908,-1.147732617117186,-0.37994962739661814,-1.1195968121149096,-0.39194768491024723,-1.116285795099826,-0.38588373425117617,-0.29259638737515503,0.11722095264824385,-0.43501127705989073,0.09865377857949474,-0.744773026802356,-0.5394372624566506,-0.8247622001252399,-0.5745453122788137,-0.6925491136622656,0.388235351217524,-0.6721553067511589,0.39016071434897354,-0.6364823138852088,0.5037311703435949,-0.5948502253570397,0.5028987000648488,-0.8681159440047593,0.5489190192089392,-0.7769311723789682,0.5559183352371252,0,1,0
-0.4839739058119094,-1.5548977010916594,-0.438085145390505,-1.6074611067828894,-0.4250380479317345,-1.604185490578659,-0.41030690082726035,-1.599780233275165,-0.45589040581390383,-1.6131946294583057,-0.45590731000732154,-1.6140884693088076,-0.4553291375947728,-1.6149414573585499,-0.34702617526210544,-1.5189596921209318,-0.3938794546615626,-1.5487564566206564,-0.47031066275247774,-1.4601019855117752,-0.48770850761567797,-1.4744340466586043,-0.3075693379419959,-1.0504099939329423,-0.48967159894692946,-1.0125749792276941,-0.6802551102696709,-0.6403889830532394,-0.7723540557757271,-0.6392234511665018,-1.071207088526766,-0.3974851556902643,-1.075466577785571,-0.41163935532374163,-1.1576349221294808,-0.3322899689734727,-1.162092729425556,-0.3532553336127473,-1.1670465155560403,-0.38147810946521643,-1.1564616731109656,-0.3738904540095999,-1.1368757151534095,-0.3919811258146171,-1.1308039248684056,-0.3820691437640613,-0.30472404370498674,0.11677874874796819,-0.4379016491460139,0.09849674107252704,-0.7664655167469039,-0.5368565555948756,-0.839368403191409,-0.5740790995241185,-0.6993034413800495,0.38444562704391494,-0.6752610235621255,0.35823824752696815,-0.639450102277419,0.4966676673780836,-0.5979424678109342,0.4903550535839545,-0.8748576548245576,0.5551221232283186,-0.7894317009172318,0.5546152424140968,0,1,0
-0.49236524541979976,-1.5588488725618233,-0.44583486061345245,-1.6128662226282118,-0.4339935956184807,-1.6095887690116535,-0.42039870429765125,-1.605358494608864,-0.46135731996052515,-1.6191226116051036,-0.46067257763295144,-1.6198957947127324,-0.45919897294588324,-1.6205772296981158,-0.3596790865294391,-1.5231282907165775,-0.4004301970934025,-1.551920235661188,-0.4800033802652237,-1.464917230752727,-0.4954658174762479,-1.4786103011389502,-0.32253665377769764,-1.0499908189338443,-0.48659503574490076,-1.0119164506493334,-0.6934117175031911,-0.6399924694728537,-0.7730260587111598,-0.633855634791438,-1.0867007617473665,-0.39934951673242375,-1.0815289360206244,-0.4091849399359789,-1.1646256635668029,-0.3336116809080916,-1.1592770787741056,-0.35348672507192197,-1.175223490392329,-0.38128934597205166,-1.1568475296998486,-0.3730463467861097,-1.1452649723606614,-0.39210104759255887,-1.1273815606662445,-0.3802802391215057,-0.3115817564897604,0.11990381963545649,-0.4374266168121444,0.10117617822339406,-0.7774368282516381,-0.5367595402239564,-0.8442603297735167,-0.5726035349305671,-0.7012694725710259,0.38929174081197754,-0.6707169803807886,0.36781533055720433,-0.639049791378222,0.4993453896107778,-0.5926465555049735,0.49522419625319486,-0.8740781020208583,0.5739166464491208,-0.7734378840609457,0.5719185217894818,0,1,0
-0.4964580201333761,-1.5595082585992703,-0.44976324817074903,-1.6146678054158308,-0.4376289771565364,-1.6116952397515676,-0.42369355208424814,-1.6078380212984429,-0.4656027223914819,-1.620596828762948,-0.46477686679711666,-1.6212925955644897,-0.46308448754885945,-1.621975561726813,-0.3622130006239273,-1.526768143291298,-0.40356016774709885,-1.553967112994597,-0.48186896624893516,-1.4655947459251437,-0.4982697086887991,-1.4790200440880974,-0.3176964197290847,-1.0502567537447858,-0.488652447575657,-1.012006851335872,-0.6899524825603145,-0.6408368216846543,-0.7685724162163613,-0.6345468693092374,-1.0727528422712476,-0.4064877411326077,-1.086053380137129,-0.40912920509536244,-1.1620660256997224,-0.33495152197768036,-1.164231477375366,-0.353082126877293,-1.1703008177772658,-0.3818110485790528,-1.1620912594956938,-0.37093822237510027,-1.1446338824730657,-0.3941055419482683,-1.1308812186803374,-0.3802066201342299,-0.31491947723067765,0.12012063429016229,-0.4390107112272039,0.1009894971308677,-0.7810665750585545,-0.5432993806759834,-0.8480729603541484,-0.5719500286125697,-0.7058708430169968,0.39182442996491373,-0.6777682339307799,0.3677173352330435,-0.6430391810248087,0.5090221828833477,-0.5942936119158063,0.4971740582156846,-0.8783952860267629,0.5796873461006405,-0.7815881551714005,0.5761982225838949,0,1,0
